FeatureCode,FeatureName,DateCode,Value,Energy Consuming Sector
S12000028,South Ayrshire,2009,4.726,Rail
S12000014,Falkirk,2009,0.0,Commercial
S12000014,Falkirk,2009,0.0,Industrial
S12000011,East Renfrewshire,2009,13.742,Agriculture
S12000011,East Renfrewshire,2009,2.624,Rail
S12000014,Falkirk,2009,0.0,Industrial
S12000014,Falkirk,2009,267.398,Commercial
S12000014,Falkirk,2009,0.281,Commercial
S12000011,East Renfrewshire,2009,0.19,Public Sector
S12000014,Falkirk,2009,2.221,Commercial
S12000014,Falkirk,2009,16009.731,Industrial
S12000014,Falkirk,2009,283.402,Industrial
S12000014,Falkirk,2009,671.21,Industrial
S12000028,South Ayrshire,2009,763.572,Domestic
S12000028,South Ayrshire,2009,93.842,Agriculture
S12000028,South Ayrshire,2009,3.272,Domestic
S12000028,South Ayrshire,2009,0.0,Rail
S12000028,South Ayrshire,2009,308.499,Industrial & Commercial
S12000028,South Ayrshire,2009,230.892,Domestic
S12000028,South Ayrshire,2009,0.488,Public Sector
S12000028,South Ayrshire,2009,80.553,Domestic
S12000028,South Ayrshire,2009,801.474,Road Transport
S12000028,South Ayrshire,2009,0.0,Agriculture
S12000048,Perth and Kinross,2009,3.133,Commercial
S12000036,City of Edinburgh,2009,1.674,Industrial
S12000036,City of Edinburgh,2009,0.292,Industrial
S12000013,Na h-Eileanan Siar,2009,0.878,Industrial
S12000013,Na h-Eileanan Siar,2009,0.221,Commercial
S12000013,Na h-Eileanan Siar,2009,7.92,Industrial
S12000013,Na h-Eileanan Siar,2009,0.809,Commercial
S12000013,Na h-Eileanan Siar,2009,44.176,Industrial
S12000013,Na h-Eileanan Siar,2009,0.0,Industrial
S12000013,Na h-Eileanan Siar,2009,0.0,Commercial
S12000013,Na h-Eileanan Siar,2009,0.991,Commercial
S12000013,Na h-Eileanan Siar,2009,0.047,Industrial
S12000013,Na h-Eileanan Siar,2009,0.0,Rail
S12000013,Na h-Eileanan Siar,2009,92.657,Domestic
S12000013,Na h-Eileanan Siar,2009,4.233,Public Sector
S12000013,Na h-Eileanan Siar,2009,0.0,Domestic
S12000013,Na h-Eileanan Siar,2009,59.011,Industrial & Commercial
S12000013,Na h-Eileanan Siar,2009,3.5,Domestic
S12000013,Na h-Eileanan Siar,2009,3.342,Domestic
S12000013,Na h-Eileanan Siar,2009,0.0,Agriculture
S12000013,Na h-Eileanan Siar,2009,167.492,Road Transport
S12000013,Na h-Eileanan Siar,2009,0.0,Rail
S12000013,Na h-Eileanan Siar,2009,32.234,Agriculture
S12000013,Na h-Eileanan Siar,2009,2.431,Domestic
S12000038,Renfrewshire,2009,0.183,Public Sector
S12000013,Na h-Eileanan Siar,2009,1.558,Public Sector
S12000005,Clackmannanshire,2009,7.085,Road Transport
S12000029,South Lanarkshire,2009,0.304,Commercial
S12000029,South Lanarkshire,2009,1.208,Industrial
S12000029,South Lanarkshire,2009,367.375,Industrial
S12000029,South Lanarkshire,2009,10.842,Industrial
S12000029,South Lanarkshire,2009,346.629,Commercial
S12000029,South Lanarkshire,2009,265.217,Industrial
S12000029,South Lanarkshire,2009,10.739,Industrial
S12000029,South Lanarkshire,2009,2.262,Commercial
S12000050,North Lanarkshire,2009,72.597,Road Transport
S12000038,Renfrewshire,2009,1157.602,Road Transport
S12000038,Renfrewshire,2009,13.293,Domestic
S12000038,Renfrewshire,2009,1.776,Rail
S12000038,Renfrewshire,2009,0.389,Public Sector
S12000038,Renfrewshire,2009,2.522,Domestic
S12000038,Renfrewshire,2009,533.564,Industrial & Commercial
S12000038,Renfrewshire,2009,1146.829,Domestic
S12000038,Renfrewshire,2009,340.389,Domestic
S12000038,Renfrewshire,2009,16.628,Agriculture
S12000038,Renfrewshire,2009,1.156,Domestic
S12000038,Renfrewshire,2009,0.998,Domestic
S12000038,Renfrewshire,2009,0.0,Agriculture
S12000038,Renfrewshire,2009,0.0,Rail
S12000029,South Lanarkshire,2009,0.933,Commercial
S12000036,City of Edinburgh,2009,2.538,Commercial
S12000013,Na h-Eileanan Siar,2009,165.391,Domestic
S12000005,Clackmannanshire,2009,99.001,Commercial
S12000029,South Lanarkshire,2009,5.182,Domestic
S12000029,South Lanarkshire,2009,2011.222,Domestic
S12000050,North Lanarkshire,2009,0.414,Public Sector
S12000050,North Lanarkshire,2009,38.682,Domestic
S12000048,Perth and Kinross,2009,1971.086,Road Transport
S12000048,Perth and Kinross,2009,1.588,Public Sector
S12000048,Perth and Kinross,2009,254.569,Domestic
S12000048,Perth and Kinross,2009,72.814,Rail
S12000029,South Lanarkshire,2009,31.801,Rail
S12000014,Falkirk,2009,16.602,Rail
S12000014,Falkirk,2009,2.19,Public Sector
S12000014,Falkirk,2009,1251.186,Road Transport
S12000029,South Lanarkshire,2009,2362.15,Road Transport
S12000014,Falkirk,2009,28.378,Domestic
S12000050,North Lanarkshire,2009,21.542,Rail
S12000050,North Lanarkshire,2009,2519.497,Road Transport
S12000050,North Lanarkshire,2009,913.472,Industrial & Commercial
S12000036,City of Edinburgh,2009,977.252,Industrial
S12000036,City of Edinburgh,2009,14.873,Industrial
S12000036,City of Edinburgh,2009,922.066,Commercial
S12000036,City of Edinburgh,2009,211.265,Industrial
S12000029,South Lanarkshire,2009,665.565,Domestic
S12000005,Clackmannanshire,2009,129.623,Industrial
S12000029,South Lanarkshire,2009,724.867,Industrial & Commercial
S12000029,South Lanarkshire,2009,1.51,Public Sector
S12000050,North Lanarkshire,2009,0.0,Agriculture
S12000050,North Lanarkshire,2009,12.742,Domestic
S12000050,North Lanarkshire,2009,0.0,Rail
S12000050,North Lanarkshire,2009,4.0,Domestic
S12000050,North Lanarkshire,2009,0.377,Public Sector
S12000042,Dundee City,2009,812.721,Domestic
S12000042,Dundee City,2009,0.468,Domestic
S12000042,Dundee City,2009,452.933,Industrial & Commercial
S12000042,Dundee City,2009,6.078,Domestic
S12000042,Dundee City,2009,0.936,Agriculture
S12000042,Dundee City,2009,0.216,Domestic
S12000042,Dundee City,2009,0.006,Public Sector
S12000042,Dundee City,2009,0.0,Agriculture
S12000042,Dundee City,2009,358.811,Domestic
S12000042,Dundee City,2009,0.0,Rail
S12000029,South Lanarkshire,2009,5.214,Domestic
S12000029,South Lanarkshire,2009,0.0,Rail
S12000029,South Lanarkshire,2009,3.987,Public Sector
S12000029,South Lanarkshire,2009,0.0,Agriculture
S12000029,South Lanarkshire,2009,10.229,Domestic
S12000029,South Lanarkshire,2009,112.082,Agriculture
S12000029,South Lanarkshire,2009,148.682,Domestic
S12000048,Perth and Kinross,2009,0.017,Industrial
S12000050,North Lanarkshire,2009,323.317,Industrial
S12000017,Highland,2009,54.906,Rail
S12000005,Clackmannanshire,2009,0.038,Public Sector
S12000036,City of Edinburgh,2009,81.598,Road Transport
S12000005,Clackmannanshire,2009,0.242,Rail
S12000005,Clackmannanshire,2009,96.913,Domestic
S12000005,Clackmannanshire,2009,0.0,Rail
S12000005,Clackmannanshire,2009,1.301,Domestic
S12000005,Clackmannanshire,2009,228.624,Industrial & Commercial
S12000005,Clackmannanshire,2009,344.762,Domestic
S12000038,Renfrewshire,2009,0.0,Commercial
S12000038,Renfrewshire,2009,0.138,Commercial
S12000038,Renfrewshire,2009,312.526,Industrial
S12000017,Highland,2009,22.729,Domestic
S12000038,Renfrewshire,2009,0.0,Industrial
S12000005,Clackmannanshire,2009,258.026,Road Transport
S12000017,Highland,2009,632.024,Domestic
S12000011,East Renfrewshire,2009,64.178,Industrial
S12000017,Highland,2009,14.653,Domestic
S12000017,Highland,2009,19.021,Domestic
S12000017,Highland,2009,0.0,Agriculture
S12000017,Highland,2009,738.114,Domestic
S12000017,Highland,2009,27.352,Public Sector
S12000011,East Renfrewshire,2009,49.017,Commercial
S12000017,Highland,2009,3.635,Rail
S12000017,Highland,2009,43.638,Public Sector
S12000017,Highland,2009,760.921,Domestic
S12000017,Highland,2009,2003.253,Road Transport
S12000038,Renfrewshire,2009,0.0,Industrial
S12000038,Renfrewshire,2009,294.877,Commercial
S12000017,Highland,2009,891.712,Industrial & Commercial
S12000048,Perth and Kinross,2009,3.455,Commercial
S12000017,Highland,2009,274.416,Agriculture
S12000005,Clackmannanshire,2009,2.491,Domestic
S12000048,Perth and Kinross,2009,2.926,Industrial
S12000005,Clackmannanshire,2009,8.969,Agriculture
S12000005,Clackmannanshire,2009,0.265,Public Sector
S12000017,Highland,2009,58.92,Road Transport
S12000048,Perth and Kinross,2009,0.083,Commercial
S12000005,Clackmannanshire,2009,11.406,Domestic
S12000039,West Dunbartonshire,2009,0.165,Public Sector
S12000005,Clackmannanshire,2009,0.0,Agriculture
S12000048,Perth and Kinross,2009,0.329,Industrial
S12000034,Aberdeenshire,2010,0.657,Commercial
S12000027,Shetland Islands,2010,0.022,Commercial
S12000034,Aberdeenshire,2010,368.296,Industrial
S12000034,Aberdeenshire,2010,0.238,Industrial
S12000034,Aberdeenshire,2010,169.817,Industrial
S12000034,Aberdeenshire,2010,44.504,Industrial
S12000034,Aberdeenshire,2010,160.228,Commercial
S12000027,Shetland Islands,2010,0.0,Commercial
S12000027,Shetland Islands,2010,8.157,Industrial
S12000027,Shetland Islands,2010,0.089,Industrial
S12000039,West Dunbartonshire,2010,16.831,Road Transport
S12000047,Fife,2010,135.531,Domestic
S12000050,North Lanarkshire,2010,1.179,Industrial
S12000047,Fife,2010,84.521,Rail
S12000040,West Lothian,2010,1393.373,Road Transport
S12000036,City of Edinburgh,2010,0.085,Commercial
S12000010,East Lothian,2010,242.002,Industrial
S12000005,Clackmannanshire,2010,2.671,Industrial
S12000005,Clackmannanshire,2010,0.0,Industrial
S12000005,Clackmannanshire,2010,0.0,Commercial
S12000047,Fife,2010,2216.748,Road Transport
S12000047,Fife,2010,80.945,Agriculture
S12000005,Clackmannanshire,2010,0.0,Industrial
S12000047,Fife,2010,2502.588,Domestic
S12000047,Fife,2010,939.897,Industrial & Commercial
S12000047,Fife,2010,9.502,Domestic
S12000047,Fife,2010,0.0,Rail
S12000047,Fife,2010,683.316,Domestic
S12000047,Fife,2010,1.271,Public Sector
S12000034,Aberdeenshire,2010,12.299,Industrial
S12000005,Clackmannanshire,2010,0.017,Commercial
S12000034,Aberdeenshire,2010,8.78,Commercial
S12000028,South Ayrshire,2010,26.338,Road Transport
S12000049,Glasgow City,2010,0.0,Agriculture
S12000036,City of Edinburgh,2010,945.743,Commercial
S12000036,City of Edinburgh,2010,0.337,Industrial
S12000036,City of Edinburgh,2010,0.109,Commercial
S12000048,Perth and Kinross,2010,407.744,Domestic
S12000036,City of Edinburgh,2010,2.811,Commercial
S12000036,City of Edinburgh,2010,213.262,Industrial
S12000036,City of Edinburgh,2010,21.167,Industrial
S12000049,Glasgow City,2010,0.0,Public Sector
S12000049,Glasgow City,2010,4.555,Domestic
S12000049,Glasgow City,2010,3193.503,Domestic
S12000048,Perth and Kinross,2010,0.0,Rail
S12000006,Dumfries and Galloway,2010,370.725,Domestic
S12000006,Dumfries and Galloway,2010,676.681,Domestic
S12000006,Dumfries and Galloway,2010,570.784,Industrial & Commercial
S12000028,South Ayrshire,2010,4.734,Rail
S12000005,Clackmannanshire,2010,43.405,Industrial
S12000010,East Lothian,2010,0.202,Commercial
S12000020,Moray,2010,1.634,Commercial
S12000034,Aberdeenshire,2010,0.06,Commercial
S12000006,Dumfries and Galloway,2010,10.017,Commercial
S12000027,Shetland Islands,2010,0.259,Commercial
S12000041,Angus,2010,119.811,Industrial
S12000041,Angus,2010,0.009,Industrial
S12000041,Angus,2010,1.987,Commercial
S12000020,Moray,2010,0.004,Industrial
S12000048,Perth and Kinross,2010,157.123,Commercial
S12000020,Moray,2010,557.317,Commercial
S12000020,Moray,2010,0.015,Commercial
S12000020,Moray,2010,0.232,Commercial
S12000020,Moray,2010,0.061,Industrial
S12000020,Moray,2010,105.795,Industrial
S12000020,Moray,2010,590.672,Industrial
S12000020,Moray,2010,6.073,Industrial
S12000033,Aberdeen City,2010,479.37,Industrial
S12000006,Dumfries and Galloway,2010,57.625,Industrial
S12000033,Aberdeen City,2010,358.924,Commercial
S12000020,Moray,2010,192.724,Domestic
S12000049,Glasgow City,2010,3.589,Agriculture
S12000020,Moray,2010,84.912,Agriculture
S12000020,Moray,2010,8.215,Rail
S12000020,Moray,2010,4.211,Public Sector
S12000020,Moray,2010,324.572,Industrial & Commercial
S12000020,Moray,2010,205.396,Domestic
S12000020,Moray,2010,5.064,Domestic
S12000020,Moray,2010,471.263,Domestic
S12000014,Falkirk,2010,21.121,Agriculture
S12000014,Falkirk,2010,16.689,Rail
S12000014,Falkirk,2010,1.568,Public Sector
S12000014,Falkirk,2010,465.211,Industrial & Commercial
S12000014,Falkirk,2010,310.316,Domestic
S12000014,Falkirk,2010,2.411,Domestic
S12000014,Falkirk,2010,986.196,Domestic
S12000014,Falkirk,2010,0.003,Agriculture
S12000029,South Lanarkshire,2010,4.079,Public Sector
S12000029,South Lanarkshire,2010,5.442,Domestic
S12000029,South Lanarkshire,2010,13.89,Domestic
S12000049,Glasgow City,2010,15.158,Domestic
S12000014,Falkirk,2010,5.31,Domestic
S12000029,South Lanarkshire,2010,5.443,Domestic
S12000014,Falkirk,2010,31.577,Domestic
S12000029,South Lanarkshire,2010,168.088,Domestic
S12000029,South Lanarkshire,2010,661.446,Domestic
S12000010,East Lothian,2010,2.25,Industrial
S12000010,East Lothian,2010,117.435,Industrial
S12000010,East Lothian,2010,54.534,Industrial
S12000010,East Lothian,2010,2.012,Commercial
S12000014,Falkirk,2010,2.792,Domestic
S12000029,South Lanarkshire,2010,113.024,Agriculture
S12000026,Scottish Borders,2010,30.612,Road Transport
S12000029,South Lanarkshire,2010,0.0,Rail
S12000029,South Lanarkshire,2010,704.646,Industrial & Commercial
S12000039,West Dunbartonshire,2010,521.876,Road Transport
S12000006,Dumfries and Galloway,2010,0.538,Commercial
S12000006,Dumfries and Galloway,2010,11.62,Domestic
S12000006,Dumfries and Galloway,2010,39.854,Industrial
S12000050,North Lanarkshire,2010,0.283,Public Sector
S12000050,North Lanarkshire,2010,21.706,Rail
S12000005,Clackmannanshire,2010,0.289,Commercial
S12000005,Clackmannanshire,2010,405.155,Commercial
S12000047,Fife,2010,23.102,Domestic
S12000005,Clackmannanshire,2010,429.404,Industrial
S12000049,Glasgow City,2010,1.473,Domestic
S12000047,Fife,2010,8.797,Public Sector
S12000047,Fife,2010,0.087,Agriculture
S12000047,Fife,2010,10.018,Domestic
S12000050,North Lanarkshire,2010,17.301,Domestic
S12000020,Moray,2010,138.969,Commercial
S12000030,Stirling,2010,395.365,Commercial
S12000049,Glasgow City,2010,5.316,Public Sector
S12000020,Moray,2010,2.655,Public Sector
S12000020,Moray,2010,1.129,Rail
S12000020,Moray,2010,10.417,Domestic
S12000020,Moray,2010,6.195,Domestic
S12000020,Moray,2010,0.051,Agriculture
S12000029,South Lanarkshire,2010,1963.846,Domestic
S12000014,Falkirk,2010,0.487,Public Sector
S12000020,Moray,2010,558.846,Road Transport
S12000030,Stirling,2010,1.688,Industrial
S12000030,Stirling,2010,0.296,Commercial
S12000030,Stirling,2010,419.028,Industrial
S12000040,West Lothian,2010,46.971,Road Transport
S12000020,Moray,2010,185.603,Industrial
S12000014,Falkirk,2010,0.542,Rail
S12000006,Dumfries and Galloway,2010,0.0,Rail
S12000006,Dumfries and Galloway,2010,1894.156,Road Transport
S12000010,East Lothian,2010,60.826,Commercial
S12000039,West Dunbartonshire,2010,0.009,Commercial
S12000039,West Dunbartonshire,2010,150.731,Industrial
S12000039,West Dunbartonshire,2010,142.219,Commercial
S12000014,Falkirk,2010,266.026,Industrial
S12000038,Renfrewshire,2010,0.0,Industrial
S12000038,Renfrewshire,2010,0.0,Industrial
S12000049,Glasgow City,2010,822.777,Commercial
S12000038,Renfrewshire,2010,330.593,Industrial
S12000030,Stirling,2010,0.999,Public Sector
S12000049,Glasgow City,2010,101.141,Road Transport
S12000048,Perth and Kinross,2010,180.651,Commercial
S12000030,Stirling,2010,954.821,Road Transport
S12000029,South Lanarkshire,2010,80.535,Road Transport
S12000042,Dundee City,2010,1.754,Domestic
S12000006,Dumfries and Galloway,2010,18.007,Domestic
S12000006,Dumfries and Galloway,2010,0.184,Agriculture
S12000048,Perth and Kinross,2010,241.273,Industrial
S12000010,East Lothian,2010,583.317,Domestic
S12000010,East Lothian,2010,263.605,Industrial & Commercial
S12000029,South Lanarkshire,2010,402.944,Industrial
S12000038,Renfrewshire,2010,0.0,Industrial
S12000029,South Lanarkshire,2010,301.701,Commercial
S12000038,Renfrewshire,2010,0.0,Commercial
S12000039,West Dunbartonshire,2010,0.0,Industrial
S12000042,Dundee City,2010,354.857,Domestic
S12000048,Perth and Kinross,2010,73.146,Rail
S12000048,Perth and Kinross,2010,1931.418,Road Transport
S12000042,Dundee City,2010,0.0,Rail
S12000011,East Renfrewshire,2010,19.588,Road Transport
S12000049,Glasgow City,2010,1098.879,Industrial
S12000038,Renfrewshire,2010,0.033,Commercial
S12000010,East Lothian,2010,3.689,Domestic
S12000019,Midlothian,2010,2.784,Public Sector
S12000019,Midlothian,2010,0.0,Rail
S12000028,South Ayrshire,2010,230.304,Domestic
S12000036,City of Edinburgh,2010,7.526,Public Sector
S12000019,Midlothian,2010,0.119,Public Sector
S12000019,Midlothian,2010,523.412,Road Transport
S12000019,Midlothian,2010,8.883,Rail
S12000048,Perth and Kinross,2010,66.567,Road Transport
S12000011,East Renfrewshire,2010,2.614,Rail
S12000038,Renfrewshire,2010,311.924,Commercial
S12000033,Aberdeen City,2010,9.266,Domestic
S12000011,East Renfrewshire,2010,596.563,Road Transport
S12000011,East Renfrewshire,2010,4.43,Domestic
S12000039,West Dunbartonshire,2010,0.0,Commercial
S12000050,North Lanarkshire,2010,478.435,Commercial
S12000050,North Lanarkshire,2010,38.261,Industrial
S12000050,North Lanarkshire,2010,3.565,Commercial
S12000011,East Renfrewshire,2010,0.122,Public Sector
S12000010,East Lothian,2010,0.205,Public Sector
S12000014,Falkirk,2010,199.185,Commercial
S12000039,West Dunbartonshire,2010,0.381,Commercial
S12000033,Aberdeen City,2010,1.871,Domestic
S12000019,Midlothian,2010,6.008,Domestic
S12000019,Midlothian,2010,2.473,Domestic
S12000033,Aberdeen City,2010,0.005,Agriculture
S12000028,South Ayrshire,2010,794.065,Road Transport
S12000019,Midlothian,2010,0.007,Agriculture
S12000036,City of Edinburgh,2010,2808.95,Road Transport
S12000019,Midlothian,2010,2.41,Domestic
S12000019,Midlothian,2010,20.211,Agriculture
S12000019,Midlothian,2010,143.155,Domestic
S12000019,Midlothian,2010,524.057,Domestic
S12000019,Midlothian,2010,196.273,Industrial & Commercial
S12000039,West Dunbartonshire,2010,0.281,Industrial
S12000039,West Dunbartonshire,2010,41.05,Industrial
S12000019,Midlothian,2010,42.276,Domestic
S12000006,Dumfries and Galloway,2010,11.536,Public Sector
S12000010,East Lothian,2010,34.801,Rail
S12000010,East Lothian,2010,73.935,Domestic
S12000011,East Renfrewshire,2010,48.572,Commercial
S12000017,Highland,2010,584.62,Industrial
S12000035,Argyll and Bute,2010,101.695,Commercial
S12000017,Highland,2010,437.729,Commercial
S12000028,South Ayrshire,2010,91.496,Domestic
S12000049,Glasgow City,2010,1.64,Domestic
S12000049,Glasgow City,2010,1921.655,Industrial & Commercial
S12000038,Renfrewshire,2010,0.822,Commercial
S12000027,Shetland Islands,2010,146.879,Road Transport
S12000027,Shetland Islands,2010,1.374,Public Sector
S12000027,Shetland Islands,2010,0.0,Rail
S12000027,Shetland Islands,2010,3.686,Domestic
S12000050,North Lanarkshire,2010,2456.107,Road Transport
S12000029,South Lanarkshire,2010,0.037,Agriculture
S12000048,Perth and Kinross,2010,4.983,Public Sector
S12000048,Perth and Kinross,2010,8.577,Domestic
S12000048,Perth and Kinross,2010,421.924,Industrial & Commercial
S12000006,Dumfries and Galloway,2010,1.934,Public Sector
S12000050,North Lanarkshire,2010,507.07,Industrial
S12000006,Dumfries and Galloway,2010,26.177,Rail
S12000010,East Lothian,2010,110.803,Commercial
S12000010,East Lothian,2010,357.869,Industrial
S12000036,City of Edinburgh,2010,1002.346,Industrial
S12000006,Dumfries and Galloway,2010,68.002,Road Transport
S12000020,Moray,2010,18.775,Road Transport
S12000027,Shetland Islands,2010,0.0,Rail
S12000027,Shetland Islands,2010,2.651,Domestic
S12000027,Shetland Islands,2010,95.571,Industrial & Commercial
S12000027,Shetland Islands,2010,103.51,Domestic
S12000013,Na h-Eileanan Siar,2010,5.757,Road Transport
S12000027,Shetland Islands,2010,0.047,Agriculture
S12000027,Shetland Islands,2010,5.017,Public Sector
S12000011,East Renfrewshire,2010,64.871,Industrial
S12000049,Glasgow City,2010,1140.735,Domestic
S12000049,Glasgow City,2010,0.0,Rail
S12000035,Argyll and Bute,2010,22.309,Road Transport
S12000013,Na h-Eileanan Siar,2010,35.916,Industrial
S12000048,Perth and Kinross,2010,1.026,Public Sector
S12000048,Perth and Kinross,2010,726.887,Domestic
S12000036,City of Edinburgh,2010,0.217,Industrial
S12000048,Perth and Kinross,2010,6.907,Domestic
S12000030,Stirling,2010,19.477,Rail
S12000038,Renfrewshire,2010,135.544,Industrial
S12000010,East Lothian,2010,4.205,Domestic
S12000010,East Lothian,2010,198.557,Domestic
S12000010,East Lothian,2010,0.0,Rail
S12000028,South Ayrshire,2010,0.0,Rail
S12000010,East Lothian,2010,0.039,Agriculture
S12000010,East Lothian,2010,8.272,Domestic
S12000010,East Lothian,2010,1.474,Public Sector
S12000010,East Lothian,2010,34.643,Agriculture
S12000028,South Ayrshire,2010,0.963,Public Sector
S12000048,Perth and Kinross,2010,148.241,Agriculture
S12000050,North Lanarkshire,2010,0.0,Rail
S12000050,North Lanarkshire,2010,0.389,Public Sector
S12000050,North Lanarkshire,2010,599.871,Domestic
S12000050,North Lanarkshire,2010,0.002,Agriculture
S12000027,Shetland Islands,2010,2.005,Domestic
S12000027,Shetland Islands,2010,0.0,Domestic
S12000013,Na h-Eileanan Siar,2010,26.892,Commercial
S12000027,Shetland Islands,2010,88.03,Domestic
S12000050,North Lanarkshire,2010,4.175,Domestic
S12000050,North Lanarkshire,2010,24.199,Agriculture
S12000006,Dumfries and Galloway,2010,9.178,Domestic
S12000006,Dumfries and Galloway,2010,377.619,Domestic
S12000006,Dumfries and Galloway,2010,453.983,Agriculture
S12000048,Perth and Kinross,2010,288.738,Domestic
S12000027,Shetland Islands,2010,60.055,Agriculture
S12000029,South Lanarkshire,2010,32.155,Rail
S12000048,Perth and Kinross,2010,166.527,Industrial
S12000029,South Lanarkshire,2010,0.977,Public Sector
S12000023,Orkney Islands,2010,111.329,Agriculture
S12000023,Orkney Islands,2010,2.064,Domestic
S12000023,Orkney Islands,2010,106.458,Domestic
S12000033,Aberdeen City,2010,1.295,Commercial
S12000045,East Dunbartonshire,2010,0.0,Commercial
S12000023,Orkney Islands,2010,3.404,Road Transport
S12000023,Orkney Islands,2010,101.084,Road Transport
S12000039,West Dunbartonshire,2010,0.849,Public Sector
S12000039,West Dunbartonshire,2010,1.073,Rail
S12000039,West Dunbartonshire,2010,7.103,Agriculture
S12000008,East Ayrshire,2010,121.103,Commercial
S12000034,Aberdeenshire,2010,325.688,Agriculture
S12000008,East Ayrshire,2010,161.742,Industrial
S12000034,Aberdeenshire,2010,14.414,Domestic
S12000039,West Dunbartonshire,2010,549.913,Domestic
S12000023,Orkney Islands,2010,2.1,Public Sector
S12000023,Orkney Islands,2010,0.0,Rail
S12000023,Orkney Islands,2010,6.426,Public Sector
S12000013,Na h-Eileanan Siar,2010,11.344,Industrial
S12000013,Na h-Eileanan Siar,2010,0.011,Industrial
S12000013,Na h-Eileanan Siar,2010,0.0,Industrial
S12000023,Orkney Islands,2010,83.124,Domestic
S12000023,Orkney Islands,2010,0.0,Rail
S12000034,Aberdeenshire,2010,2198.736,Road Transport
S12000034,Aberdeenshire,2010,42.942,Rail
S12000034,Aberdeenshire,2010,0.26,Agriculture
S12000034,Aberdeenshire,2010,28.521,Domestic
S12000034,Aberdeenshire,2010,10.079,Public Sector
S12000034,Aberdeenshire,2010,18.14,Domestic
S12000023,Orkney Islands,2010,0.0,Domestic
S12000023,Orkney Islands,2010,65.966,Industrial & Commercial
S12000023,Orkney Islands,2010,2.709,Domestic
S12000023,Orkney Islands,2010,0.056,Agriculture
S12000034,Aberdeenshire,2010,1.97,Public Sector
S12000013,Na h-Eileanan Siar,2010,0.0,Commercial
S12000034,Aberdeenshire,2010,811.219,Domestic
S12000034,Aberdeenshire,2010,0.0,Rail
S12000040,West Lothian,2010,427.102,Commercial
S12000041,Angus,2010,38.737,Rail
S12000013,Na h-Eileanan Siar,2010,0.164,Commercial
S12000013,Na h-Eileanan Siar,2010,0.177,Industrial
S12000021,North Ayrshire,2010,0.0,Rail
S12000021,North Ayrshire,2010,2.325,Domestic
S12000040,West Lothian,2010,452.664,Industrial
S12000021,North Ayrshire,2010,1.068,Public Sector
S12000021,North Ayrshire,2010,2.437,Domestic
S12000021,North Ayrshire,2010,276.863,Domestic
S12000021,North Ayrshire,2010,507.281,Industrial & Commercial
S12000013,Na h-Eileanan Siar,2010,32.51,Agriculture
S12000021,North Ayrshire,2010,6.467,Domestic
S12000021,North Ayrshire,2010,0.008,Agriculture
S12000021,North Ayrshire,2010,857.394,Domestic
S12000040,West Lothian,2010,0.24,Industrial
S12000040,West Lothian,2010,2.373,Commercial
S12000040,West Lothian,2010,140.089,Industrial
S12000034,Aberdeenshire,2010,1077.339,Domestic
S12000034,Aberdeenshire,2010,720.713,Industrial & Commercial
S12000041,Angus,2010,9.698,Domestic
S12000041,Angus,2010,293.342,Industrial & Commercial
S12000041,Angus,2010,593.474,Domestic
S12000041,Angus,2010,1.801,Public Sector
S12000041,Angus,2010,286.281,Domestic
S12000041,Angus,2010,0.026,Rail
S12000013,Na h-Eileanan Siar,2010,0.044,Commercial
S12000033,Aberdeen City,2010,35.098,Road Transport
S12000039,West Dunbartonshire,2010,0.309,Domestic
S12000041,Angus,2010,4.926,Domestic
S12000041,Angus,2010,0.131,Agriculture
S12000041,Angus,2010,871.609,Road Transport
S12000040,West Lothian,2010,6.368,Industrial
S12000034,Aberdeenshire,2010,635.951,Domestic
S12000013,Na h-Eileanan Siar,2010,188.407,Domestic
S12000033,Aberdeen City,2010,330.418,Industrial
S12000013,Na h-Eileanan Siar,2010,46.468,Industrial
S12000050,North Lanarkshire,2010,0.022,Commercial
S12000050,North Lanarkshire,2010,4.613,Industrial
S12000050,North Lanarkshire,2010,82.069,Road Transport
S12000038,Renfrewshire,2010,1.203,Domestic
S12000038,Renfrewshire,2010,16.761,Agriculture
S12000038,Renfrewshire,2010,552.003,Industrial & Commercial
S12000039,West Dunbartonshire,2010,235.515,Industrial & Commercial
S12000038,Renfrewshire,2010,1128.643,Domestic
S12000038,Renfrewshire,2010,14.322,Domestic
S12000038,Renfrewshire,2010,1.8,Rail
S12000038,Renfrewshire,2010,0.251,Public Sector
S12000039,West Dunbartonshire,2010,0.207,Domestic
S12000038,Renfrewshire,2010,3.424,Domestic
S12000039,West Dunbartonshire,2010,0.001,Agriculture
S12000038,Renfrewshire,2010,1131.995,Road Transport
S12000039,West Dunbartonshire,2010,168.91,Domestic
S12000029,South Lanarkshire,2010,0.061,Commercial
S12000045,East Dunbartonshire,2010,0.169,Public Sector
S12000045,East Dunbartonshire,2010,179.78,Industrial & Commercial
S12000045,East Dunbartonshire,2010,0.031,Public Sector
S12000045,East Dunbartonshire,2010,0.0,Rail
S12000029,South Lanarkshire,2010,15.37,Industrial
S12000029,South Lanarkshire,2010,0.243,Industrial
S12000029,South Lanarkshire,2010,0.165,Commercial
S12000029,South Lanarkshire,2010,10.574,Industrial
S12000029,South Lanarkshire,2010,372.781,Commercial
